Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/ChangePasswordElements/DeleteButton""))",Edge Chromium 115,,,2023-07-27 22:39:08,2023-07-27 22:39:09,0.497s,PASSED
"verifyMatch(getUrl(), ""https://www.jobstoday.world/en/login/"", false)",Edge Chromium 115,,,2023-07-27 22:39:09,2023-07-27 22:39:09,0.031s,FAILED
,,,,,,,
Test Cases/Candidate/deleteCandidateJobTC,Edge Chromium 115,,,2023-07-27 22:39:09,2023-07-27 22:39:53,44.182s,FAILED
"callTestCase(findTestCase(""Test Cases/Candidate/CandidatLoginTC""), [:])",Edge Chromium 115,,,2023-07-27 22:39:09,2023-07-27 22:39:53,43.524s,FAILED
,,,,,,,
Test Cases/Candidate/LogoutCandidateTC,Edge Chromium 115,,,2023-07-27 22:39:53,2023-07-27 22:40:19,25.530s,FAILED
"callTestCase(findTestCase(""Test Cases/Candidate/CandidatLoginTC""), [:])",Edge Chromium 115,,,2023-07-27 22:39:53,2023-07-27 22:40:19,25.326s,FAILED
,,,,,,,
Test Cases/Candidate/PostJobsAsCandidateAllTC,Edge Chromium 115,,,2023-07-27 22:40:19,2023-07-27 22:41:06,47.509s,FAILED
"callTestCase(findTestCase(""Test Cases/Candidate/CandidatLoginTC""), [:])",Edge Chromium 115,,,2023-07-27 22:40:19,2023-07-27 22:41:06,47.066s,FAILED
,,,,,,,
Test Cases/Candidate/PrintResume,Edge Chromium 115,,,2023-07-27 22:41:06,2023-07-27 22:41:34,27.832s,FAILED
"callTestCase(findTestCase(""Test Cases/Candidate/CandidatLoginTC""), [:])",Edge Chromium 115,,,2023-07-27 22:41:07,2023-07-27 22:41:34,27.102s,FAILED
,,,,,,,
Test Cases/Candidate/registerAsCandidateUsingEmailFromJobSeekerPageTC,Edge Chromium 115,,,2023-07-27 22:41:34,2023-07-27 22:42:26,52.078s,PASSED
"openBrowser("""")",Edge Chromium 115,,,2023-07-27 22:41:34,2023-07-27 22:41:39,4.930s,PASSED
"navigateToUrl(""https://www.jobstoday.world/en/"")",Edge Chromium 115,,,2023-07-27 22:41:39,2023-07-27 22:41:47,7.346s,PASSED
maximizeWindow(),Edge Chromium 115,,,2023-07-27 22:41:47,2023-07-27 22:41:47,0.482s,PASSED
"click(findTestObject(""Object Repository/loginElements/Page_Jobs Search, Search for a Job - Jobsto_ce5d69/button_Accept All Cookies""))",Edge Chromium 115,,,2023-07-27 22:41:47,2023-07-27 22:41:48,0.829s,PASSED
"click(findTestObject(""Object Repository/JobSeekerRegElements/Page_Jobs Search, Search for a Job - Jobsto_ce5d69/a_Find Jobseekers""))",Edge Chromium 115,,,2023-07-27 22:41:48,2023-07-27 22:41:53,5.046s,PASSED
"scrollToPosition(595, 1490)",Edge Chromium 115,,,2023-07-27 22:41:53,2023-07-27 22:41:53,0.044s,PASSED
"click(findTestObject(""Object Repository/JobSeekerRegElements/Page_/button_Register Now""))",Edge Chromium 115,,,2023-07-27 22:41:53,2023-07-27 22:41:57,3.652s,PASSED
"setText(findTestObject(""Object Repository/JobSeekerRegElements/Page_/input_Email address_input_email""), ""jobseeker@gmail.com"")",Edge Chromium 115,,,2023-07-27 22:41:57,2023-07-27 22:41:58,1.329s,PASSED
"setEncryptedText(findTestObject(""Object Repository/JobSeekerRegElements/Page_/input_Password_input_password""), ""r98I3Krbh9FyLvOoVhuYpw=="")",Edge Chromium 115,,,2023-07-27 22:41:58,2023-07-27 22:41:59,0.894s,PASSED
"click(findTestObject(""Object Repository/JobSeekerRegElements/Page_/span_Password_hide-show-btn1""))",Edge Chromium 115,,,2023-07-27 22:41:59,2023-07-27 22:42:01,2.385s,PASSED
"setText(findTestObject(""Object Repository/JobSeekerRegElements/Page_/input_First name_input_firstname""), ""Job"")",Edge Chromium 115,,,2023-07-27 22:42:01,2023-07-27 22:42:03,1.747s,PASSED
"setText(findTestObject(""Object Repository/JobSeekerRegElements/Page_/input_Last name_input_lastname""), ""Seeker"")",Edge Chromium 115,,,2023-07-27 22:42:03,2023-07-27 22:42:04,0.965s,PASSED
"setText(findTestObject(""Object Repository/JobSeekerRegElements/Page_/input_Ex SEO Marketing, Social Media Expert_7f15ab""), ""SW Tester"")",Edge Chromium 115,,,2023-07-27 22:42:04,2023-07-27 22:42:05,0.948s,PASSED
"setText(findTestObject(""Object Repository/JobSeekerRegElements/Page_/textarea_I am looking for a job_input_job""), ""Software Test Engineer"")",Edge Chromium 115,,,2023-07-27 22:42:05,2023-07-27 22:42:06,1.003s,PASSED
"click(findTestObject(""Object Repository/JobSeekerRegElements/Page_/input_I am looking for a job_privacy""))",Edge Chromium 115,,,2023-07-27 22:42:06,2023-07-27 22:42:06,0.495s,PASSED
driver = getWebDriver(),Edge Chromium 115,,,2023-07-27 22:42:06,2023-07-27 22:42:06,0.001s,PASSED
a = new org.openqa.selenium.interactions.Actions(driver),Edge Chromium 115,,,2023-07-27 22:42:06,2023-07-27 22:42:06,0.001s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:42:06,2023-07-27 22:42:06,0.045s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:42:06,2023-07-27 22:42:07,0.048s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:42:07,2023-07-27 22:42:07,0.040s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:42:07,2023-07-27 22:42:07,0.032s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:42:07,2023-07-27 22:42:07,0.019s,PASSED
Thread.sleep(2000),Edge Chromium 115,,,2023-07-27 22:42:07,2023-07-27 22:42:09,2.015s,PASSED
"a1 = ""0""",Edge Chromium 115,,,2023-07-27 22:42:09,2023-07-27 22:42:09,0.001s,PASSED
"a2 = ""7""",Edge Chromium 115,,,2023-07-27 22:42:09,2023-07-27 22:42:09,0.000s,PASSED
"a3 = ""8""",Edge Chromium 115,,,2023-07-27 22:42:09,2023-07-27 22:42:09,0.000s,PASSED
"a4 = ""9""",Edge Chromium 115,,,2023-07-27 22:42:09,2023-07-27 22:42:09,0.001s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:42:09,2023-07-27 22:42:09,0.036s,PASSED
"sendKeys(findTestObject(""Object Repository/JobSeekerRegElements/Page_/button_Create Account""), String.valueOf(a1 + a2 + a3 + a4))",Edge Chromium 115,,,2023-07-27 22:42:09,2023-07-27 22:42:09,0.498s,PASSED
"click(findTestObject(""Object Repository/JobSeekerRegElements/Page_/button_Create Account""))",Edge Chromium 115,,,2023-07-27 22:42:09,2023-07-27 22:42:16,6.711s,PASSED
Thread.sleep(3000),Edge Chromium 115,,,2023-07-27 22:42:16,2023-07-27 22:42:19,3.014s,PASSED
"scrollToPosition(573, 885)",Edge Chromium 115,,,2023-07-27 22:42:19,2023-07-27 22:42:21,1.711s,PASSED
"click(findTestObject(""Object Repository/JobSeekerRegElements/Page_/button_Publish""))",Edge Chromium 115,,,2023-07-27 22:42:21,2023-07-27 22:42:22,1.039s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/JobSeekerRegElements/Page_/h5_Your purchase was successful""))",Edge Chromium 115,,,2023-07-27 22:42:22,2023-07-27 22:42:25,3.306s,PASSED
closeBrowser(),Edge Chromium 115,,,2023-07-27 22:42:25,2023-07-27 22:42:26,0.988s,PASSED
,,,,,,,
Test Cases/Candidate/registerAsCandidateUsingEmailFromRegisterPageTC,Edge Chromium 115,,,2023-07-27 22:42:26,2023-07-27 22:43:02,35.978s,FAILED
"openBrowser("""")",Edge Chromium 115,,,2023-07-27 22:42:27,2023-07-27 22:42:30,3.856s,PASSED
"navigateToUrl(""https://www.jobstoday.world/en/"")",Edge Chromium 115,,,2023-07-27 22:42:30,2023-07-27 22:42:38,8.104s,PASSED
maximizeWindow(),Edge Chromium 115,,,2023-07-27 22:42:38,2023-07-27 22:42:39,0.305s,PASSED
"click(findTestObject(""Object Repository/regCandElements/Page_Jobs Search, Search for a Job - Jobsto_ce5d69/button_Accept All Cookies""))",Edge Chromium 115,,,2023-07-27 22:42:39,2023-07-27 22:42:40,0.862s,PASSED
"click(findTestObject(""Object Repository/regCandElements/Page_Jobs Search, Search for a Job - Jobsto_ce5d69/a_Registration""))",Edge Chromium 115,,,2023-07-27 22:42:40,2023-07-27 22:42:46,6.567s,PASSED
"click(findTestObject(""Object Repository/regCandElements/Page_Register for free in minutes on Jobsto_7b10ce/div_Im a Candidate""))",Edge Chromium 115,,,2023-07-27 22:42:46,2023-07-27 22:42:52,5.469s,PASSED
"setText(findTestObject(""Object Repository/regCandElements/Page_Jobseeker Registration Jobstoday.world_142f00/input_Email address_input_email""), ""Automationuser1@mailinator.com"")",Edge Chromium 115,,,2023-07-27 22:42:52,2023-07-27 22:42:54,1.859s,PASSED
"setText(findTestObject(""Object Repository/regCandElements/Page_Jobseeker Registration Jobstoday.world_142f00/input_Password_input_password""), ""Pass@123"")",Edge Chromium 115,,,2023-07-27 22:42:54,2023-07-27 22:42:55,1.873s,PASSED
driver = getWebDriver(),Edge Chromium 115,,,2023-07-27 22:42:55,2023-07-27 22:42:55,0.001s,PASSED
a = new org.openqa.selenium.interactions.Actions(driver),Edge Chromium 115,,,2023-07-27 22:42:55,2023-07-27 22:42:55,0.001s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:42:55,2023-07-27 22:42:55,0.034s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:42:55,2023-07-27 22:42:55,0.030s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:42:55,2023-07-27 22:42:55,0.022s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:42:55,2023-07-27 22:42:56,0.016s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:42:56,2023-07-27 22:42:56,0.039s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:42:56,2023-07-27 22:42:56,0.039s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:42:56,2023-07-27 22:42:56,0.028s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:42:56,2023-07-27 22:42:56,0.022s,PASSED
Thread.sleep(2000),Edge Chromium 115,,,2023-07-27 22:42:56,2023-07-27 22:42:58,2.014s,PASSED
"a1 = ""0""",Edge Chromium 115,,,2023-07-27 22:42:58,2023-07-27 22:42:58,0.001s,PASSED
"a2 = ""7""",Edge Chromium 115,,,2023-07-27 22:42:58,2023-07-27 22:42:58,0.000s,PASSED
"a3 = ""8""",Edge Chromium 115,,,2023-07-27 22:42:58,2023-07-27 22:42:58,0.001s,PASSED
"a4 = ""9""",Edge Chromium 115,,,2023-07-27 22:42:58,2023-07-27 22:42:58,0.000s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:42:58,2023-07-27 22:42:58,0.042s,PASSED
"sendKeys(findTestObject(""Object Repository/regCandElements/Page_Jobseeker Registration Jobstoday.world_142f00/button_Register Now""), String.valueOf(a1 + a2 + a3 + a4))",Edge Chromium 115,,,2023-07-27 22:42:58,2023-07-27 22:42:58,0.605s,PASSED
"click(findTestObject(""Object Repository/regCandElements/Page_Jobseeker Registration Jobstoday.world_142f00/IAgreeCheckbox""))",Edge Chromium 115,,,2023-07-27 22:42:58,2023-07-27 22:42:59,0.502s,PASSED
"click(findTestObject(""Object Repository/regCandElements/Page_Jobseeker Registration Jobstoday.world_142f00/button_Register Now""))",Edge Chromium 115,,,2023-07-27 22:42:59,2023-07-27 22:43:00,1.089s,PASSED
Thread.sleep(2000),Edge Chromium 115,,,2023-07-27 22:43:00,2023-07-27 22:43:02,2.013s,PASSED
"verifyMatch(getUrl(), ""https://www.jobstoday.world/en/registration/success/candidate/"", false)",Edge Chromium 115,,,2023-07-27 22:43:02,2023-07-27 22:43:02,0.023s,FAILED
,,,,,,,
Test Cases/Candidate/SubscibeToEmail,Edge Chromium 115,,,2023-07-27 22:43:02,2023-07-27 22:43:51,48.608s,PASSED
"callTestCase(findTestCase(""Test Cases/Candidate/CandidatLoginTC""), [:])",Edge Chromium 115,,,2023-07-27 22:43:02,2023-07-27 22:43:46,43.796s,PASSED
"scrollToPosition(0, 0)",Edge Chromium 115,,,2023-07-27 22:43:46,2023-07-27 22:43:46,0.139s,PASSED
"setText(findTestObject(""Object Repository/SubscibeToEmail/Page_Jobs Search, Search for a Job - Jobsto_ce5d69/input_New Vacancies in Your Inbox_input_email""), ""Automationuser1@mailinator.com"")",Edge Chromium 115,,,2023-07-27 22:43:46,2023-07-27 22:43:48,1.857s,PASSED
"click(findTestObject(""Object Repository/SubscibeToEmail/Page_Jobs Search, Search for a Job - Jobsto_ce5d69/button_Subscribe""))",Edge Chromium 115,,,2023-07-27 22:43:48,2023-07-27 22:43:49,0.585s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/SubscibeToEmail/Page_Jobs Search, Search for a Job - Jobsto_ce5d69/h5_You have successfully subscribed""))",Edge Chromium 115,,,2023-07-27 22:43:49,2023-07-27 22:43:50,0.704s,PASSED
closeBrowser(),Edge Chromium 115,,,2023-07-27 22:43:50,2023-07-27 22:43:51,0.990s,PASSED
